SKU_ID,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,stock_negativo,Costo_Unitario_Limpio,Lead_Time_Limpio
PROD-3330,accesorios,732.0,1142.54,243,,sur,2025-02-22,False,1142.54,5.0
PROD-3152,laptops,3.0,645.87,220,,norte,2025-02-22,False,645.87,5.0
PROD-1138,smart-phone,1801.0,525.86,254,,norte,2025-02-23,False,525.86,5.0
PROD-2436,laptop,1056.0,1390.73,254,10.0,occidente,2025-02-23,False,1390.73,10.0
PROD-3387,,1184.0,294.85,182,10.0,zona_franca,2025-02-23,False,294.85,10.0
PROD-2629,laptop,893.0,787.99,137,,occidente,2025-02-23,False,787.99,5.0
PROD-2631,smartphones,298.0,454.11,199,,norte,2025-02-23,False,454.11,5.0
PROD-1005,,470.0,1248.94,126,10.0,zona_franca,2025-02-24,False,1248.94,10.0
PROD-2397,smart-phone,1537.0,1264.34,282,,norte,2025-02-24,False,1264.34,5.0
PROD-2805,smartphones,832.0,276.73,150,,occidente,2025-02-24,False,276.73,5.0
PROD-2235,accesorios,1800.0,1430.49,122,5.0,norte,2025-02-24,False,1430.49,5.0
PROD-3432,tablets,1228.0,1484.23,299,3.0,zona_franca,2025-02-24,False,1484.23,3.0
PROD-1432,monitores,1392.0,639.56,276,,zona_franca,2025-02-24,False,639.56,5.0
PROD-2330,laptop,892.0,357.03,240,,bod-ext-99,2025-02-25,False,357.03,5.0
PROD-1405,accesorios,579.0,1114.52,212,,occidente,2025-02-25,False,1114.52,5.0
PROD-2689,accesorios,1340.0,752.05,209,,occidente,2025-02-25,False,752.05,5.0
PROD-2174,laptops,1806.0,1336.83,172,10.0,occidente,2025-02-25,False,1336.83,10.0
PROD-2031,,644.0,914.27,119,,norte,2025-02-26,False,914.27,5.0
PROD-1497,accesorios,1129.0,1039.18,266,10.0,norte,2025-02-26,False,1039.18,10.0
PROD-2849,tablets,1441.0,286.86,220,10.0,norte,2025-02-26,False,286.86,10.0
PROD-1106,laptop,1698.0,147.49,246,,zona_franca,2025-02-26,False,147.49,5.0
PROD-1578,tablets,385.0,611.55,192,10.0,bod-ext-99,2025-02-27,False,611.55,10.0
PROD-1725,monitores,,161.3,242,,zona_franca,2025-02-27,False,161.3,5.0
PROD-2739,smartphones,926.0,694.83,257,,norte,2025-02-27,False,694.83,5.0
PROD-1122,tablets,1344.0,553.9,267,3.0,norte,2025-02-28,False,553.9,3.0
PROD-2635,smart-phone,1411.0,459.7,116,10.0,bod-ext-99,2025-02-28,False,459.7,10.0
PROD-2484,smart-phone,1828.0,1165.14,160,5.0,sur,2025-02-28,False,1165.14,5.0
PROD-1758,laptops,871.0,629.03,129,5.0,zona_franca,2025-03-01,False,629.03,5.0
PROD-2018,,1627.0,913.28,152,10.0,zona_franca,2025-03-01,False,913.28,10.0
PROD-2259,smartphones,1389.0,1201.21,124,,bod-ext-99,2025-03-01,False,1201.21,5.0
PROD-2873,laptop,430.0,448.89,243,5.0,bod-ext-99,2025-03-02,False,448.89,5.0
PROD-2510,smart-phone,833.0,1207.1,236,,sur,2025-03-02,False,1207.1,5.0
PROD-3173,tablets,1559.0,78.96,287,10.0,zona_franca,2025-03-03,False,78.96,10.0
PROD-1407,,1953.0,743.87,122,3.0,bod-ext-99,2025-03-03,False,743.87,3.0
PROD-1967,laptop,391.0,739.44,197,3.0,zona_franca,2025-03-03,False,739.44,3.0
PROD-2902,laptops,125.0,730.09,260,,norte,2025-03-03,False,730.09,5.0
PROD-1078,smart-phone,464.0,467.52,288,5.0,occidente,2025-03-04,False,467.52,5.0
PROD-1243,laptops,1617.0,1047.67,157,5.0,zona_franca,2025-03-04,False,1047.67,5.0
PROD-2881,tablets,1038.0,1060.2,269,,sur,2025-03-04,False,1060.2,5.0
PROD-1467,laptops,1626.0,1082.6,170,5.0,norte,2025-03-05,False,1082.6,5.0
PROD-1837,monitores,802.0,1341.45,147,,sur,2025-03-05,False,1341.45,5.0
PROD-2812,smart-phone,449.0,1339.05,145,,occidente,2025-03-06,False,1339.05,5.0
PROD-1508,,769.0,1108.86,240,10.0,occidente,2025-03-06,False,1108.86,10.0
PROD-1295,accesorios,1866.0,1256.93,214,,norte,2025-03-06,False,1256.93,5.0
PROD-2589,,1555.0,733.86,125,5.0,bod-ext-99,2025-03-06,False,733.86,5.0
PROD-1778,,1381.0,246.07,278,,occidente,2025-03-06,False,246.07,5.0
PROD-1008,smart-phone,963.0,389.92,219,10.0,norte,2025-03-07,False,389.92,10.0
PROD-1488,laptops,1226.0,821.21,172,5.0,bod-ext-99,2025-03-07,False,821.21,5.0
PROD-2676,smart-phone,411.0,379.53,123,,norte,2025-03-07,False,379.53,5.0
PROD-2947,tablets,1137.0,320.56,212,,norte,2025-03-07,False,320.56,5.0
PROD-1793,accesorios,1529.0,910.98,286,3.0,bod-ext-99,2025-03-08,False,910.98,3.0
PROD-2340,smart-phone,1177.0,815.0,263,10.0,norte,2025-03-08,False,815.0,10.0
PROD-2152,accesorios,1086.0,649.6,119,,norte,2025-03-08,False,649.6,5.0
PROD-2894,laptops,250.0,686.74,160,5.0,norte,2025-03-08,False,686.74,5.0
PROD-1724,laptops,1086.0,854.36,170,,norte,2025-03-08,False,854.36,5.0
PROD-2290,laptops,1460.0,697.75,126,10.0,norte,2025-03-09,False,697.75,10.0
PROD-3032,smart-phone,611.0,490.42,130,,norte,2025-03-09,False,490.42,5.0
PROD-1390,smartphones,65.0,884.27,138,10.0,sur,2025-03-09,False,884.27,10.0
PROD-1402,smartphones,1629.0,928.7,133,,norte,2025-03-09,False,928.7,5.0
PROD-1900,monitores,,1450.18,224,3.0,bod-ext-99,2025-03-09,False,1450.18,3.0
PROD-3079,,142.0,1318.38,296,,sur,2025-03-10,False,1318.38,5.0
PROD-1867,laptop,1017.0,272.99,187,3.0,occidente,2025-03-10,False,272.99,3.0
PROD-3355,smartphones,-20.0,910.68,192,,norte,2025-03-10,True,910.68,5.0
PROD-1570,laptop,357.0,1004.25,183,10.0,norte,2025-03-11,False,1004.25,10.0
PROD-2442,accesorios,1960.0,412.13,164,5.0,sur,2025-03-11,False,412.13,5.0
PROD-1657,smartphones,1084.0,1239.71,218,5.0,norte,2025-03-12,False,1239.71,5.0
PROD-2094,tablets,1797.0,388.67,211,3.0,zona_franca,2025-03-13,False,388.67,3.0
PROD-2136,smart-phone,469.0,469.0,124,,sur,2025-03-13,False,469.0,5.0
PROD-3181,monitores,153.0,1111.72,179,,norte,2025-03-13,False,1111.72,5.0
PROD-2859,laptops,-29.0,957.78,255,,zona_franca,2025-03-13,True,957.78,5.0
PROD-1875,smartphones,,1094.23,237,,norte,2025-03-13,False,1094.23,5.0
PROD-2501,laptop,67.0,1031.09,202,,zona_franca,2025-03-14,False,1031.09,5.0
PROD-1417,tablets,962.0,844.81,143,,norte,2025-03-14,False,844.81,5.0
PROD-1819,laptops,802.0,769.55,148,5.0,bod-ext-99,2025-03-15,False,769.55,5.0
PROD-2546,,1077.0,658.04,191,,occidente,2025-03-16,False,658.04,5.0
PROD-3157,smartphones,1579.0,185.66,227,,occidente,2025-03-16,False,185.66,5.0
PROD-3151,smart-phone,1655.0,1335.56,264,,norte,2025-03-16,False,1335.56,5.0
PROD-2543,monitores,1191.0,270.03,197,,sur,2025-03-17,False,270.03,5.0
PROD-1236,laptop,524.0,630.31,295,,zona_franca,2025-03-18,False,630.31,5.0
PROD-2189,,324.0,484.85,176,10.0,bod-ext-99,2025-03-18,False,484.85,10.0
PROD-3396,accesorios,1982.0,1450.0,145,5.0,zona_franca,2025-03-18,False,1450.0,5.0
PROD-1681,monitores,1074.0,166.15,145,3.0,bod-ext-99,2025-03-18,False,166.15,3.0
PROD-2625,smart-phone,,536.93,147,,norte,2025-03-18,False,536.93,5.0
PROD-3043,smartphones,1686.0,291.93,213,,bod-ext-99,2025-03-18,False,291.93,5.0
PROD-1898,smart-phone,1731.0,1160.5,108,,sur,2025-03-18,False,1160.5,5.0
PROD-2383,accesorios,923.0,1384.78,132,,occidente,2025-03-18,False,1384.78,5.0
PROD-1515,smartphones,717.0,1282.44,133,5.0,sur,2025-03-18,False,1282.44,5.0
PROD-1977,,500.0,718.3,130,,sur,2025-03-19,False,718.3,5.0
PROD-2686,accesorios,1863.0,553.09,256,,norte,2025-03-19,False,553.09,5.0
PROD-1427,accesorios,1153.0,150.62,144,,zona_franca,2025-03-19,False,150.62,5.0
PROD-2412,monitores,1048.0,430.49,205,3.0,occidente,2025-03-19,False,430.49,3.0
PROD-3368,monitores,1412.0,621.58,102,5.0,norte,2025-03-20,False,621.58,5.0
PROD-1889,laptops,232.0,1152.01,170,,norte,2025-03-20,False,1152.01,5.0
PROD-1993,accesorios,1854.0,1034.79,231,10.0,norte,2025-03-20,False,1034.79,10.0
PROD-1357,,212.0,728.14,262,,sur,2025-03-21,False,728.14,5.0
PROD-2879,laptops,1032.0,1399.47,270,,sur,2025-03-21,False,1399.47,5.0
PROD-2723,tablets,818.0,515.45,180,5.0,bod-ext-99,2025-03-21,False,515.45,5.0
PROD-1285,smartphones,1777.0,1462.01,208,,bod-ext-99,2025-03-21,False,1462.01,5.0
PROD-1477,,1631.0,845.87,154,10.0,norte,2025-03-22,False,845.87,10.0
PROD-2490,laptops,1777.0,1234.15,260,,bod-ext-99,2025-03-22,False,1234.15,5.0
PROD-2790,monitores,851.0,643.31,123,,norte,2025-03-23,False,643.31,5.0
PROD-2755,,356.0,717.48,259,5.0,sur,2025-03-23,False,717.48,5.0
PROD-2728,tablets,445.0,124.9,100,,norte,2025-03-23,False,124.9,5.0
PROD-1742,tablets,24.0,190.6,164,,bod-ext-99,2025-03-24,False,190.6,5.0
PROD-1321,monitores,1250.0,573.56,212,,norte,2025-03-24,False,573.56,5.0
PROD-1723,laptops,1601.0,604.1,149,5.0,bod-ext-99,2025-03-25,False,604.1,5.0
PROD-3046,tablets,361.0,563.39,276,,norte,2025-03-25,False,563.39,5.0
PROD-3373,accesorios,479.0,1277.84,214,,sur,2025-03-27,False,1277.84,5.0
PROD-1192,laptops,439.0,1325.03,212,3.0,occidente,2025-03-27,False,1325.03,3.0
PROD-2084,laptop,1440.0,551.09,176,,zona_franca,2025-03-27,False,551.09,5.0
PROD-3208,tablets,1424.0,328.86,105,,zona_franca,2025-03-28,False,328.86,5.0
PROD-1856,smartphones,1041.0,801.21,119,5.0,bod-ext-99,2025-03-28,False,801.21,5.0
PROD-1120,,244.0,1456.1,105,,norte,2025-03-28,False,1456.1,5.0
PROD-1308,,1012.0,124.38,235,10.0,norte,2025-03-28,False,124.38,10.0
PROD-3447,smart-phone,1301.0,832.51,143,,zona_franca,2025-03-29,False,832.51,5.0
PROD-1306,accesorios,299.0,356.13,185,10.0,bod-ext-99,2025-03-29,False,356.13,10.0
PROD-2601,smart-phone,835.0,1476.38,140,,bod-ext-99,2025-03-29,False,1476.38,5.0
PROD-3325,monitores,,1215.36,105,,occidente,2025-03-29,False,1215.36,5.0
PROD-1493,laptop,932.0,524.06,284,10.0,norte,2025-03-30,False,524.06,10.0
PROD-2131,tablets,405.0,1368.34,203,5.0,zona_franca,2025-03-30,False,1368.34,5.0
PROD-1266,accesorios,1897.0,1260.67,192,,zona_franca,2025-03-30,False,1260.67,5.0
PROD-1411,,98.0,69.84,217,3.0,sur,2025-03-30,False,69.84,3.0
PROD-3184,monitores,718.0,903.23,289,10.0,norte,2025-03-30,False,903.23,10.0
PROD-3467,laptops,1706.0,122.97,269,,occidente,2025-03-30,False,122.97,5.0
PROD-3049,monitores,86.0,1031.83,208,,norte,2025-03-30,False,1031.83,5.0
PROD-2058,laptop,608.0,1491.78,169,3.0,norte,2025-03-30,False,1491.78,3.0
PROD-1937,monitores,139.0,262.71,114,10.0,norte,2025-03-30,False,262.71,10.0
PROD-3055,smartphones,1898.0,1341.91,287,3.0,occidente,2025-03-30,False,1341.91,3.0
PROD-1153,smartphones,1397.0,1403.94,262,,zona_franca,2025-03-31,False,1403.94,5.0
PROD-2466,tablets,1469.0,342.6,255,,occidente,2025-03-31,False,342.6,5.0
PROD-1510,laptops,369.0,320.63,229,3.0,norte,2025-03-31,False,320.63,3.0
PROD-1135,monitores,324.0,558.69,226,,sur,2025-04-01,False,558.69,5.0
PROD-3280,tablets,481.0,1351.42,296,5.0,norte,2025-04-01,False,1351.42,5.0
PROD-1029,accesorios,728.0,1485.66,192,,occidente,2025-04-02,False,1485.66,5.0
PROD-1851,tablets,1677.0,668.42,288,5.0,occidente,2025-04-02,False,668.42,5.0
PROD-1175,laptop,,1231.27,153,3.0,sur,2025-04-02,False,1231.27,3.0
PROD-2065,smartphones,81.0,544.8,227,3.0,bod-ext-99,2025-04-03,False,544.8,3.0
PROD-1848,smart-phone,520.0,494.3,291,5.0,occidente,2025-04-03,False,494.3,5.0
PROD-1095,laptop,1032.0,629.3,124,,norte,2025-04-03,False,629.3,5.0
PROD-1880,monitores,434.0,1351.21,287,3.0,sur,2025-04-03,False,1351.21,3.0
PROD-2119,laptop,1762.0,1240.81,174,10.0,bod-ext-99,2025-04-03,False,1240.81,10.0
PROD-3124,tablets,1035.0,653.43,259,,zona_franca,2025-04-04,False,653.43,5.0
PROD-1522,laptop,335.0,834.99,266,,norte,2025-04-04,False,834.99,5.0
PROD-2545,accesorios,1575.0,1013.87,125,,sur,2025-04-04,False,1013.87,5.0
PROD-3217,laptops,1996.0,237.6,164,,zona_franca,2025-04-04,False,237.6,5.0
PROD-1218,,1148.0,414.2,217,,zona_franca,2025-04-05,False,414.2,5.0
PROD-1926,monitores,1423.0,140.53,200,,bod-ext-99,2025-04-05,False,140.53,5.0
PROD-1281,accesorios,964.0,494.33,190,,norte,2025-04-05,False,494.33,5.0
PROD-2502,laptop,1623.0,576.94,250,5.0,zona_franca,2025-04-05,False,576.94,5.0
PROD-1152,laptops,1422.0,222.03,186,,sur,2025-04-06,False,222.03,5.0
PROD-1047,smart-phone,1659.0,697.74,162,5.0,norte,2025-04-06,False,697.74,5.0
PROD-2370,smart-phone,1096.0,1004.55,124,,norte,2025-04-06,False,1004.55,5.0
PROD-3344,laptops,1033.0,196.69,196,10.0,occidente,2025-04-07,False,196.69,10.0
PROD-3099,smartphones,88.0,74.52,141,3.0,sur,2025-04-07,False,74.52,3.0
PROD-3345,,599.0,953.55,256,10.0,zona_franca,2025-04-08,False,953.55,10.0
PROD-3025,tablets,,294.69,260,,bod-ext-99,2025-04-08,False,294.69,5.0
PROD-2744,laptop,1608.0,1088.18,276,,norte,2025-04-08,False,1088.18,5.0
PROD-1040,smartphones,191.0,1396.51,199,,occidente,2025-04-08,False,1396.51,5.0
PROD-1609,,1261.0,624.65,187,3.0,zona_franca,2025-04-08,False,624.65,3.0
PROD-1338,accesorios,1412.0,1247.79,258,10.0,bod-ext-99,2025-04-09,False,1247.79,10.0
PROD-3465,smartphones,-38.0,890.67,137,,occidente,2025-04-09,True,890.67,5.0
PROD-1069,laptop,200.0,443.87,210,,bod-ext-99,2025-04-09,False,443.87,5.0
PROD-1877,tablets,-43.0,1325.64,141,,norte,2025-04-09,True,1325.64,5.0
PROD-2823,accesorios,-1.0,424.26,151,5.0,norte,2025-04-10,True,424.26,5.0
PROD-1391,smartphones,611.0,672.14,136,5.0,bod-ext-99,2025-04-10,False,672.14,5.0
PROD-1421,tablets,1551.0,1449.69,116,,norte,2025-04-10,False,1449.69,5.0
PROD-2775,,,1210.2,277,,norte,2025-04-10,False,1210.2,5.0
PROD-1971,smart-phone,482.0,1262.84,127,,norte,2025-04-11,False,1262.84,5.0
PROD-1178,laptops,1224.0,420.24,139,10.0,bod-ext-99,2025-04-12,False,420.24,10.0
PROD-2054,laptops,292.0,950.93,202,10.0,norte,2025-04-12,False,950.93,10.0
PROD-1379,laptops,109.0,1305.07,157,,occidente,2025-04-12,False,1305.07,5.0
PROD-2222,laptops,1004.0,348.4,158,10.0,occidente,2025-04-13,False,348.4,10.0
PROD-3072,,254.0,673.71,299,10.0,bod-ext-99,2025-04-13,False,673.71,10.0
PROD-1221,smartphones,252.0,795.44,152,10.0,norte,2025-04-13,False,795.44,10.0
PROD-2503,smartphones,1017.0,1410.36,131,,bod-ext-99,2025-04-13,False,1410.36,5.0
PROD-2756,laptops,1351.0,365.5,230,5.0,norte,2025-04-13,False,365.5,5.0
PROD-2910,accesorios,1382.0,742.91,280,,zona_franca,2025-04-14,False,742.91,5.0
PROD-3262,tablets,867.0,60.28,111,,sur,2025-04-14,False,60.28,5.0
PROD-2431,monitores,1896.0,710.69,110,,zona_franca,2025-04-14,False,710.69,5.0
PROD-3026,smart-phone,1374.0,1454.07,260,5.0,zona_franca,2025-04-14,False,1454.07,5.0
PROD-3475,smartphones,,274.44,215,,norte,2025-04-14,False,274.44,5.0
PROD-2505,smartphones,1765.0,531.65,156,,norte,2025-04-15,False,531.65,5.0
PROD-1642,,1436.0,1474.66,139,,sur,2025-04-15,False,1474.66,5.0
PROD-2834,accesorios,1795.0,983.67,204,3.0,sur,2025-04-15,False,983.67,3.0
PROD-3264,laptop,782.0,1246.89,102,,bod-ext-99,2025-04-15,False,1246.89,5.0
PROD-2327,monitores,789.0,826.25,290,,norte,2025-04-15,False,826.25,5.0
PROD-1212,monitores,964.0,1257.75,237,,bod-ext-99,2025-04-16,False,1257.75,5.0
PROD-2253,tablets,314.0,1155.15,182,,occidente,2025-04-17,False,1155.15,5.0
PROD-1006,monitores,1651.0,810.87,181,,norte,2025-04-17,False,810.87,5.0
PROD-1804,laptop,1372.0,867.64,228,10.0,sur,2025-04-17,False,867.64,10.0
PROD-3166,,333.0,1441.63,111,10.0,norte,2025-04-18,False,1441.63,10.0
PROD-2030,smart-phone,1228.0,515.24,142,10.0,norte,2025-04-18,False,515.24,10.0
PROD-2102,accesorios,1109.0,1362.68,204,,occidente,2025-04-19,False,1362.68,5.0
PROD-2943,laptop,1623.0,842.39,181,10.0,zona_franca,2025-04-19,False,842.39,10.0
PROD-1223,accesorios,936.0,880.91,203,,bod-ext-99,2025-04-19,False,880.91,5.0
PROD-2671,monitores,649.0,295.28,123,3.0,norte,2025-04-19,False,295.28,3.0
PROD-1983,monitores,1416.0,1022.97,277,,bod-ext-99,2025-04-19,False,1022.97,5.0
PROD-1695,accesorios,137.0,139.96,240,10.0,sur,2025-04-19,False,139.96,10.0
PROD-1824,,844.0,1415.14,199,,norte,2025-04-20,False,1415.14,5.0
PROD-3365,smart-phone,1316.0,794.6,173,,bod-ext-99,2025-04-20,False,794.6,5.0
PROD-1035,monitores,1283.0,547.91,205,,occidente,2025-04-20,False,547.91,5.0
PROD-1362,laptops,1191.0,868.14,235,,zona_franca,2025-04-20,False,868.14,5.0
PROD-3346,smart-phone,-12.0,566.3,104,5.0,zona_franca,2025-04-20,True,566.3,5.0
PROD-1109,smart-phone,906.0,97.04,260,,sur,2025-04-21,False,97.04,5.0
PROD-1899,smartphones,1760.0,1052.9,159,,zona_franca,2025-04-21,False,1052.9,5.0
PROD-2932,laptops,751.0,402.61,156,10.0,norte,2025-04-21,False,402.61,10.0
PROD-3133,laptops,199.0,1396.71,101,,norte,2025-04-22,False,1396.71,5.0
PROD-2006,accesorios,1609.0,567.93,229,3.0,sur,2025-04-22,False,567.93,3.0
PROD-1346,smartphones,937.0,442.43,269,5.0,bod-ext-99,2025-04-22,False,442.43,5.0
PROD-1920,monitores,214.0,1350.64,127,,occidente,2025-04-22,False,1350.64,5.0
PROD-3187,laptop,557.0,960.64,224,5.0,bod-ext-99,2025-04-22,False,960.64,5.0
PROD-1733,,147.0,536.29,183,5.0,norte,2025-04-22,False,536.29,5.0
PROD-3205,laptops,248.0,1092.11,222,,norte,2025-04-22,False,1092.11,5.0
PROD-1540,smart-phone,1741.0,1108.82,202,,sur,2025-04-22,False,1108.82,5.0
PROD-1458,smartphones,1262.0,1255.7,245,,norte,2025-04-23,False,1255.7,5.0
PROD-3254,,1540.0,457.86,244,,occidente,2025-04-24,False,457.86,5.0
PROD-2393,laptop,132.0,751.07,271,3.0,zona_franca,2025-04-24,False,751.07,3.0
PROD-1664,laptops,1456.0,965.62,233,,zona_franca,2025-04-24,False,965.62,5.0
PROD-1260,laptops,685.0,74.06,251,10.0,bod-ext-99,2025-04-24,False,74.06,10.0
PROD-1302,smartphones,55.0,702.59,208,,norte,2025-04-24,False,702.59,5.0
PROD-1788,,855.0,565.39,255,5.0,bod-ext-99,2025-04-24,False,565.39,5.0
PROD-2810,tablets,544.0,533.98,130,10.0,bod-ext-99,2025-04-25,False,533.98,10.0
PROD-2909,monitores,1314.0,572.09,146,,norte,2025-04-25,False,572.09,5.0
PROD-1581,laptops,1364.0,989.94,152,,bod-ext-99,2025-04-25,False,989.94,5.0
PROD-1569,smart-phone,36.0,284.79,200,3.0,sur,2025-04-26,False,284.79,3.0
PROD-2866,tablets,352.0,608.33,244,5.0,occidente,2025-04-27,False,608.33,5.0
PROD-2014,monitores,1410.0,1474.97,275,,bod-ext-99,2025-04-28,False,1474.97,5.0
PROD-1530,laptops,191.0,1239.1,298,10.0,norte,2025-04-28,False,1239.1,10.0
PROD-1925,smartphones,,541.9,269,10.0,bod-ext-99,2025-04-28,False,541.9,10.0
PROD-2005,monitores,929.0,585.25,169,,norte,2025-04-28,False,585.25,5.0
PROD-1863,tablets,396.0,1019.87,231,,norte,2025-04-28,False,1019.87,5.0
PROD-2621,tablets,1827.0,741.63,298,5.0,norte,2025-04-29,False,741.63,5.0
PROD-1514,tablets,1547.0,944.8,174,10.0,zona_franca,2025-04-29,False,944.8,10.0
PROD-2525,smartphones,,1424.14,105,,occidente,2025-04-29,False,1424.14,5.0
PROD-2548,monitores,580.0,645.56,278,5.0,norte,2025-04-29,False,645.56,5.0
PROD-2522,laptops,1474.0,680.07,114,5.0,norte,2025-04-30,False,680.07,5.0
PROD-2688,laptops,1870.0,1183.58,149,3.0,bod-ext-99,2025-04-30,False,1183.58,3.0
PROD-3333,monitores,533.0,842.06,176,3.0,zona_franca,2025-04-30,False,842.06,3.0
PROD-3040,monitores,1980.0,982.97,176,5.0,sur,2025-04-30,False,982.97,5.0
PROD-2847,,630.0,1052.88,179,10.0,norte,2025-05-01,False,1052.88,10.0
PROD-2172,smartphones,1054.0,1410.19,238,,sur,2025-05-01,False,1410.19,5.0
PROD-1219,smart-phone,1092.0,1274.11,263,,norte,2025-05-01,False,1274.11,5.0
PROD-2835,tablets,709.0,1259.77,249,10.0,norte,2025-05-01,False,1259.77,10.0
PROD-1891,smart-phone,1848.0,645.49,250,,norte,2025-05-01,False,645.49,5.0
PROD-1904,smartphones,524.0,1107.5,169,,norte,2025-05-02,False,1107.5,5.0
PROD-1835,accesorios,1467.0,1299.41,266,,bod-ext-99,2025-05-02,False,1299.41,5.0
PROD-2056,,476.0,210.38,118,,sur,2025-05-02,False,210.38,5.0
PROD-1189,laptop,958.0,110.78,108,,bod-ext-99,2025-05-02,False,110.78,5.0
PROD-2950,accesorios,,132.65,109,,norte,2025-05-02,False,132.65,5.0
PROD-1871,,1764.0,1011.39,157,,bod-ext-99,2025-05-03,False,1011.39,5.0
PROD-2085,laptops,311.0,60.12,262,10.0,sur,2025-05-03,False,60.12,10.0
PROD-3202,smart-phone,842.0,1379.3,107,3.0,occidente,2025-05-04,False,1379.3,3.0
PROD-1350,accesorios,,1483.21,188,,occidente,2025-05-04,False,1483.21,5.0
PROD-3361,tablets,1893.0,203.4,159,10.0,bod-ext-99,2025-05-04,False,203.4,10.0
PROD-2586,laptops,1496.0,237.15,188,3.0,norte,2025-05-04,False,237.15,3.0
PROD-2295,tablets,1910.0,1467.06,156,,sur,2025-05-04,False,1467.06,5.0
PROD-1039,smartphones,1901.0,590.14,231,,zona_franca,2025-05-05,False,590.14,5.0
PROD-2406,tablets,1444.0,126.48,171,5.0,norte,2025-05-05,False,126.48,5.0
PROD-1061,smart-phone,502.0,1012.11,207,3.0,zona_franca,2025-05-06,False,1012.11,3.0
PROD-1649,monitores,464.0,602.38,284,5.0,bod-ext-99,2025-05-06,False,602.38,5.0
PROD-3097,tablets,378.0,914.26,161,3.0,norte,2025-05-06,False,914.26,3.0
PROD-1455,smartphones,1510.0,546.96,105,3.0,occidente,2025-05-07,False,546.96,3.0
PROD-3226,smart-phone,1208.0,1393.55,267,,occidente,2025-05-07,False,1393.55,5.0
PROD-2402,laptops,2.0,139.82,229,,norte,2025-05-07,False,139.82,5.0
PROD-1991,accesorios,1480.0,118.44,136,10.0,occidente,2025-05-07,False,118.44,10.0
PROD-1665,monitores,1197.0,1187.39,277,5.0,sur,2025-05-08,False,1187.39,5.0
PROD-2091,smart-phone,1264.0,50.87,299,,zona_franca,2025-05-08,False,50.87,5.0
PROD-2965,laptops,394.0,1125.44,274,10.0,bod-ext-99,2025-05-08,False,1125.44,10.0
PROD-2911,laptop,316.0,565.16,206,3.0,zona_franca,2025-05-08,False,565.16,3.0
PROD-2286,tablets,1839.0,1352.04,148,10.0,norte,2025-05-09,False,1352.04,10.0
PROD-2072,tablets,143.0,1178.17,258,5.0,sur,2025-05-09,False,1178.17,5.0
PROD-1073,tablets,849.0,673.44,238,10.0,norte,2025-05-10,False,673.44,10.0
PROD-1154,monitores,409.0,1041.61,298,5.0,sur,2025-05-10,False,1041.61,5.0
PROD-2761,smart-phone,630.0,554.34,277,,occidente,2025-05-10,False,554.34,5.0
PROD-1736,accesorios,1725.0,1437.24,170,10.0,bod-ext-99,2025-05-11,False,1437.24,10.0
PROD-2681,tablets,1341.0,936.45,290,5.0,norte,2025-05-12,False,936.45,5.0
PROD-3010,smart-phone,571.0,498.72,121,,sur,2025-05-12,False,498.72,5.0
PROD-1930,smart-phone,931.0,509.57,109,10.0,norte,2025-05-13,False,509.57,10.0
PROD-2364,,1331.0,803.0,198,,norte,2025-05-13,False,803.0,5.0
PROD-2048,monitores,1008.0,1396.77,169,,sur,2025-05-14,False,1396.77,5.0
PROD-3163,accesorios,740.0,514.02,130,10.0,bod-ext-99,2025-05-14,False,514.02,10.0
PROD-2336,smartphones,1783.0,681.32,209,,norte,2025-05-14,False,681.32,5.0
PROD-1401,accesorios,1881.0,239.91,271,10.0,occidente,2025-05-14,False,239.91,10.0
PROD-2700,monitores,,791.09,108,,bod-ext-99,2025-05-15,False,791.09,5.0
PROD-1580,laptop,1184.0,690.95,253,5.0,norte,2025-05-15,False,690.95,5.0
PROD-1828,smart-phone,1637.0,957.24,295,,norte,2025-05-15,False,957.24,5.0
PROD-1159,accesorios,1578.0,283.77,166,,norte,2025-05-15,False,283.77,5.0
PROD-3229,accesorios,658.0,800.04,216,5.0,occidente,2025-05-15,False,800.04,5.0
PROD-1412,laptop,1057.0,168.32,288,10.0,zona_franca,2025-05-15,False,168.32,10.0
PROD-1108,laptop,1927.0,1121.36,222,5.0,norte,2025-05-16,False,1121.36,5.0
PROD-3265,monitores,1628.0,262.58,132,,norte,2025-05-16,False,262.58,5.0
PROD-1387,smart-phone,1182.0,911.65,119,3.0,sur,2025-05-16,False,911.65,3.0
PROD-1102,tablets,1180.0,722.77,203,3.0,norte,2025-05-16,False,722.77,3.0
PROD-1836,smartphones,147.0,886.82,233,,occidente,2025-05-17,False,886.82,5.0
PROD-1608,accesorios,1666.0,1366.63,107,,bod-ext-99,2025-05-17,False,1366.63,5.0
PROD-3496,accesorios,88.0,354.67,281,5.0,zona_franca,2025-05-17,False,354.67,5.0
PROD-1917,accesorios,1889.0,1368.42,135,,norte,2025-05-17,False,1368.42,5.0
PROD-2568,smartphones,1542.0,170.67,272,10.0,zona_franca,2025-05-17,False,170.67,10.0
PROD-2004,laptops,1248.0,1464.88,121,,norte,2025-05-17,False,1464.88,5.0
PROD-2023,tablets,1681.0,1239.37,168,,zona_franca,2025-05-17,False,1239.37,5.0
